cod_mun_ibge_6;cod_mun_ibge_7;municipio;UF;populacao;total_nascimentos;partos_cesareos;PROP_CESAREOS;ANO
520990;5209903;Iaciara;GO;10584;178;106;59.55056179775281;2021
520993;5209937;Inaciolândia;GO;5954;55;42;76.36363636363637;2021
520995;5209952;Indiara;GO;17061;200;164;82.0;2021
521000;5210000;Inhumas;GO;52204;600;497;82.83333333333334;2021
521010;5210109;Ipameri;GO;25548;303;249;82.17821782178217;2021
521015;5210158;Ipiranga de Goiás;GO;2919;29;23;79.3103448275862;2021
521020;5210208;Iporá;GO;35684;403;328;81.38957816377172;2021
521030;5210307;Israelândia;GO;2560;27;26;96.29629629629629;2021
521040;5210406;Itaberaí;GO;44734;562;390;69.3950177935943;2021
521056;5210562;Itaguari;GO;4963;50;43;86.0;2021
521060;5210604;Itaguaru;GO;4904;41;35;85.36585365853658;2021
521080;5210802;Itajá;GO;4380;68;56;82.35294117647058;2021
521090;5210901;Itapaci;GO;21087;282;180;63.829787234042556;2021
521100;5211008;Itapirapuã;GO;8007;75;52;69.33333333333334;2021
521120;5211206;Itapuranga;GO;26113;312;235;75.32051282051282;2021
521130;5211305;Itarumã;GO;6101;65;49;75.38461538461539;2021
521140;5211404;Itauçu;GO;7736;82;62;75.60975609756098;2021
521150;5211503;Itumbiara;GO;107970;1263;966;76.48456057007125;2021
521160;5211602;Ivolândia;GO;2693;21;19;90.47619047619048;2021
521170;5211701;Jandaia;GO;6272;61;50;81.9672131147541;2021
521180;5211800;Jaraguá;GO;45223;525;398;75.80952380952381;2021
521190;5211909;Jataí;GO;105729;1441;1028;71.33934767522554;2021
521200;5212006;Jaupaci;GO;2924;47;41;87.2340425531915;2021
521205;5212055;Jesúpolis;GO;2123;22;14;63.63636363636363;2021
521210;5212105;Joviânia;GO;7159;84;75;89.28571428571429;2021
521220;5212204;Jussara;GO;19620;205;182;88.78048780487805;2021
521225;5212253;Lagoa Santa;GO;1390;21;18;85.71428571428571;2021
521230;5212303;Leopoldo de Bulhões;GO;8745;82;51;62.19512195121951;2021
521250;5212501;Luziânia;GO;209129;2919;1383;47.3792394655704;2021
521260;5212600;Mairipotaba;GO;2561;16;10;62.5;2021
521270;5212709;Mambaí;GO;8124;162;128;79.01234567901234;2021
521280;5212808;Mara Rosa;GO;10700;132;91;68.93939393939394;2021
521290;5212907;Marzagão;GO;2758;36;30;83.33333333333334;2021
521295;5212956;Matrinchã;GO;4042;49;27;55.10204081632652;2021
521300;5213004;Maurilândia;GO;10304;141;113;80.1418439716312;2021
521305;5213053;Mimoso de Goiás;GO;2614;27;16;59.25925925925925;2021
521308;5213087;Minaçu;GO;27075;390;248;63.589743589743584;2021
521310;5213103;Mineiros;GO;70081;1026;906;88.30409356725146;2021
521340;5213400;Moiporá;GO;1685;6;5;83.33333333333334;2021
521350;5213509;Monte Alegre de Goiás;GO;6692;97;47;48.45360824742268;2021
521370;5213707;Montes Claros de Goiás;GO;8756;98;73;74.48979591836735;2021
521375;5213756;Montividiu;GO;12521;165;121;73.33333333333333;2021
521377;5213772;Montividiu do Norte;GO;3779;47;41;87.2340425531915;2021
521380;5213806;Morrinhos;GO;51351;632;513;81.17088607594937;2021
521385;5213855;Morro Agudo de Goiás;GO;2456;35;30;85.71428571428571;2021
521390;5213905;Mossâmedes;GO;4654;49;41;83.6734693877551;2021
521400;5214002;Mozarlândia;GO;14750;245;200;81.63265306122449;2021
521405;5214051;Mundo Novo;GO;6189;93;77;82.79569892473118;2021
521410;5214101;Mutunópolis;GO;3564;52;45;86.53846153846155;2021
521440;5214408;Nazário;GO;8189;82;57;69.51219512195121;2021
521450;5214507;Nerópolis;GO;31932;467;394;84.36830835117773;2021
521460;5214606;Niquelândia;GO;34964;414;277;66.90821256038647;2021
521470;5214705;Nova América;GO;2337;19;11;57.89473684210527;2021
521480;5214804;Nova Aurora;GO;2101;17;10;58.82352941176471;2021
521483;5214838;Nova Crixás;GO;12815;165;155;93.93939393939394;2021
521486;5214861;Nova Glória;GO;8310;72;48;66.66666666666666;2021
521487;5214879;Nova Iguaçu de Goiás;GO;3010;35;31;88.57142857142857;2021
521490;5214903;Nova Roma;GO;3076;36;17;47.22222222222222;2021
521500;5215009;Nova Veneza;GO;9481;88;62;70.45454545454545;2021
521520;5215207;Novo Brasil;GO;3527;41;32;78.04878048780488;2021
521523;5215231;Novo Gama;GO;103804;1414;660;46.67609618104668;2021
521525;5215256;Novo Planalto;GO;3716;47;41;87.2340425531915;2021
521530;5215306;Orizona;GO;16399;212;126;59.43396226415094;2021
521540;5215405;Ouro Verde de Goiás;GO;4057;53;40;75.47169811320755;2021
521550;5215504;Ouvidor;GO;7200;78;59;75.64102564102564;2021
521560;5215603;Padre Bernardo;GO;34967;396;231;58.333333333333336;2021
521565;5215652;Palestina de Goiás;GO;3132;44;40;90.9090909090909;2021
521570;5215702;Palmeiras de Goiás;GO;31858;437;324;74.14187643020595;2021
521580;5215801;Palmelo;GO;2259;10;6;60.0;2021
521590;5215900;Palminópolis;GO;3851;45;40;88.88888888888889;2021
521600;5216007;Panamá;GO;2455;32;29;90.625;2021
521630;5216304;Paranaiguara;GO;7607;82;79;96.34146341463415;2021
521640;5216403;Paraúna;GO;10659;140;125;89.28571428571429;2021
521645;5216452;Perolândia;GO;2964;44;44;100.0;2021
521680;5216809;Petrolina de Goiás;GO;9573;70;63;90.0;2021
521690;5216908;Pilar de Goiás;GO;2328;30;21;70.0;2021
521710;5217104;Piracanjuba;GO;24883;234;172;73.50427350427351;2021
521720;5217203;Piranhas;GO;11712;142;126;88.73239436619718;2021
521730;5217302;Pirenópolis;GO;26690;271;198;73.06273062730627;2021
521740;5217401;Pires do Rio;GO;32373;368;279;75.81521739130434;2021
521760;5217609;Planaltina;GO;105031;1465;700;47.781569965870304;2021
521770;5217708;Pontalina;GO;18309;196;153;78.06122448979592;2021
521800;5218003;Porangatu;GO;44317;554;461;83.21299638989169;2021
521805;5218052;Porteirão;GO;4070;64;48;75.0;2021
521810;5218102;Portelândia;GO;3280;32;28;87.5;2021
521830;5218300;Posse;GO;34914;559;384;68.69409660107334;2021
521839;5218391;Professor Jamil;GO;3649;30;22;73.33333333333333;2021
521850;5218508;Quirinópolis;GO;48447;621;568;91.46537842190016;2021
521860;5218607;Rialma;GO;12165;162;124;76.5432098765432;2021
521870;5218706;Rianápolis;GO;3980;44;40;90.9090909090909;2021
521878;5218789;Rio Quente;GO;3864;32;25;78.125;2021
521880;5218805;Rio Verde;GO;225696;3284;2289;69.70158343483557;2021
521890;5218904;Rubiataba;GO;19788;209;169;80.86124401913875;2021
521900;5219001;Sanclerlândia;GO;7918;83;73;87.95180722891565;2021
521910;5219100;Santa Bárbara de Goiás;GO;6149;72;52;72.22222222222221;2021
521920;5219209;Santa Cruz de Goiás;GO;3002;18;11;61.111111111111114;2021
521925;5219258;Santa Fé de Goiás;GO;4951;61;40;65.57377049180327;2021
521930;5219308;Santa Helena de Goiás;GO;38492;470;303;64.46808510638297;2021
521935;5219357;Santa Isabel;GO;3538;34;25;73.52941176470588;2021
521940;5219407;Santa Rita do Araguaia;GO;5924;61;55;90.1639344262295;2021
521945;5219456;Santa Rita do Novo Destino;GO;2689;29;27;93.10344827586206;2021
521950;5219506;Santa Rosa de Goiás;GO;2820;36;30;83.33333333333334;2021
521960;5219605;Santa Tereza de Goiás;GO;3293;35;28;80.0;2021
521970;5219704;Santa Terezinha de Goiás;GO;10645;104;51;49.03846153846153;2021
521971;5219712;Santo Antônio da Barra;GO;4267;52;40;76.92307692307693;2021
521973;5219738;Santo Antônio de Goiás;GO;7386;72;49;68.05555555555556;2021
521975;5219753;Santo Antônio do Descoberto;GO;72127;901;385;42.730299667036626;2021
521980;5219803;São Domingos;GO;9711;122;59;48.36065573770492;2021
521990;5219902;São Francisco de Goiás;GO;6378;55;38;69.0909090909091;2021
522000;5220009;São João d'Aliança;GO;14041;174;82;47.12643678160919;2021
522005;5220058;São João da Paraúna;GO;1774;17;16;94.11764705882352;2021
522010;5220108;São Luís de Montes Belos;GO;33852;409;360;88.01955990220048;2021
522015;5220157;São Luiz do Norte;GO;4837;90;72;80.0;2021
522020;5220207;São Miguel do Araguaia;GO;21900;280;207;73.92857142857143;2021
522026;5220264;São Miguel do Passa Quatro;GO;4464;39;29;74.35897435897436;2021
522028;5220280;São Patrício;GO;2143;30;25;83.33333333333334;2021
522040;5220405;São Simão;GO;17020;204;195;95.58823529411765;2021
522045;5220454;Senador Canedo;GO;155635;2236;1423;63.64042933810376;2021
522050;5220504;Serranópolis;GO;8027;79;42;53.16455696202531;2021
522060;5220603;Silvânia;GO;22245;195;137;70.25641025641025;2021
522068;5220686;Simolândia;GO;5742;89;80;89.8876404494382;2021
522070;5220702;Sítio d'Abadia;GO;2927;27;18;66.66666666666666;2021
522100;5221007;Taquaral de Goiás;GO;4026;42;35;83.33333333333334;2021
522108;5221080;Teresina de Goiás;GO;2701;37;14;37.83783783783784;2021
522119;5221197;Terezópolis de Goiás;GO;7944;89;67;75.28089887640449;2021
522130;5221304;Três Ranchos;GO;2921;19;13;68.42105263157895;2021
522140;5221403;Trindade;GO;142431;1832;1261;68.83187772925764;2021
522145;5221452;Trombas;GO;3120;45;37;82.22222222222221;2021
522150;5221502;Turvânia;GO;4480;57;52;91.22807017543859;2021
522155;5221551;Turvelândia;GO;4985;61;47;77.04918032786885;2021
522157;5221577;Uirapuru;GO;2798;20;18;90.0;2021
522160;5221601;Uruaçu;GO;42546;529;385;72.77882797731569;2021
522170;5221700;Uruana;GO;13729;160;127;79.375;2021
522180;5221809;Urutaí;GO;3553;27;19;70.37037037037037;2021
522185;5221858;Valparaíso de Goiás;GO;198861;2358;1257;53.30788804071247;2021
522190;5221908;Varjão;GO;3716;28;22;78.57142857142857;2021
522200;5222005;Vianópolis;GO;14956;207;126;60.86956521739131;2021
522205;5222054;Vicentinópolis;GO;8768;99;88;88.88888888888889;2021
522220;5222203;Vila Boa;GO;4215;64;26;40.625;2021
522230;5222302;Vila Propício;GO;5815;70;64;91.42857142857143;2021
520005;5200050;Abadia de Goiás;GO;19128;262;153;58.396946564885496;2022
520010;5200100;Abadiânia;GO;17232;212;130;61.32075471698113;2022
520013;5200134;Acreúna;GO;21568;237;186;78.48101265822784;2022
520015;5200159;Adelândia;GO;2297;29;25;86.20689655172413;2022
520017;5200175;Água Fria de Goiás;GO;4954;52;29;55.769230769230774;2022
520020;5200209;Água Limpa;GO;1858;16;14;87.5;2022
520025;5200258;Águas Lindas de Goiás;GO;225693;3126;1313;42.00255918106206;2022
520030;5200308;Alexânia;GO;27008;401;255;63.591022443890274;2022
520050;5200506;Aloândia;GO;1973;18;15;83.33333333333334;2022
520055;5200555;Alto Horizonte;GO;6072;101;84;83.16831683168317;2022
520060;5200605;Alto Paraíso de Goiás;GO;10306;157;75;47.77070063694268;2022
520080;5200803;Alvorada do Norte;GO;8446;104;92;88.46153846153845;2022
520082;5200829;Amaralina;GO;3268;19;9;47.368421052631575;2022
520085;5200852;Americano do Brasil;GO;5259;86;71;82.55813953488372;2022
520090;5200902;Amorinópolis;GO;3007;25;19;76.0;2022
520110;5201108;Anápolis;GO;398869;5720;3891;68.02447552447552;2022
520120;5201207;Anhanguera;GO;924;9;8;88.88888888888889;2022
520130;5201306;Anicuns;GO;18503;220;190;86.36363636363636;2022
520140;5201405;Aparecida de Goiânia;GO;527796;6819;4416;64.7602287725473;2022
520145;5201454;Aparecida do Rio Doce;GO;2907;30;22;73.33333333333333;2022
520150;5201504;Aporé;GO;4325;71;50;70.4225352112676;2022
520160;5201603;Araçu;GO;3799;36;26;72.22222222222221;2022
520170;5201702;Aragarças;GO;18390;197;161;81.7258883248731;2022
520180;5201801;Aragoiânia;GO;11890;134;94;70.1492537313433;2022
520215;5202155;Araguapaz;GO;7153;45;34;75.55555555555556;2022
520235;5202353;Arenópolis;GO;2946;39;34;87.17948717948718;2022
520250;5202502;Aruanã;GO;8300;99;84;84.84848484848484;2022
520260;5202601;Aurilândia;GO;3284;27;20;74.07407407407408;2022
520280;5202809;Avelinópolis;GO;2868;35;28;80.0;2022
520310;5203104;Baliza;GO;3351;31;29;93.54838709677419;2022
520320;5203203;Barro Alto;GO;10371;157;126;80.2547770700637;2022
520330;5203302;Bela Vista de Goiás;GO;34445;429;340;79.25407925407926;2022
520340;5203401;Bom Jardim de Goiás;GO;7826;94;87;92.5531914893617;2022
520350;5203500;Bom Jesus de Goiás;GO;23958;304;256;84.21052631578947;2022
520355;5203559;Bonfinópolis;GO;10296;110;61;55.45454545454545;2022
520357;5203575;Bonópolis;GO;3299;46;35;76.08695652173914;2022
520360;5203609;Brazabrantes;GO;3992;47;28;59.57446808510638;2022
520380;5203807;Britânia;GO;5695;81;50;61.72839506172839;2022
520390;5203906;Buriti Alegre;GO;10495;111;81;72.97297297297297;2022
520393;5203939;Buriti de Goiás;GO;2732;26;23;88.46153846153845;2022
520396;5203962;Buritinópolis;GO;3145;37;30;81.08108108108108;2022
520400;5204003;Cabeceiras;GO;7560;101;51;50.495049504950494;2022
520410;5204102;Cachoeira Alta;GO;11513;108;85;78.70370370370371;2022
520420;5204201;Cachoeira de Goiás;GO;1405;14;10;71.42857142857143;2022
520425;5204250;Cachoeira Dourada;GO;7782;41;26;63.41463414634146;2022
520430;5204300;Caçu;GO;13774;140;104;74.28571428571429;2022
520440;5204409;Caiapônia;GO;16513;175;160;91.42857142857143;2022
520450;5204508;Caldas Novas;GO;98622;1234;896;72.6094003241491;2022
520455;5204557;Caldazinha;GO;4507;32;21;65.625;2022
520460;5204607;Campestre de Goiás;GO;3755;48;33;68.75;2022
520465;5204656;Campinaçu;GO;3708;34;27;79.41176470588235;2022
520470;5204706;Campinorte;GO;12510;152;119;78.28947368421053;2022
520480;5204805;Campo Alegre de Goiás;GO;7422;82;57;69.51219512195121;2022
520485;5204854;Campo Limpo de Goiás;GO;8081;125;87;69.6;2022
520490;5204904;Campos Belos;GO;18108;279;190;68.10035842293907;2022
520495;5204953;Campos Verdes;GO;4005;41;22;53.65853658536586;2022
520500;5205000;Carmo do Rio Verde;GO;9710;85;58;68.23529411764706;2022
520505;5205059;Castelândia;GO;2985;30;19;63.33333333333333;2022
520510;5205109;Catalão;GO;114427;1396;1145;82.02005730659026;2022
520520;5205208;Caturaí;GO;5184;54;39;72.22222222222221;2022
520530;5205307;Cavalcante;GO;9583;146;59;40.41095890410959;2022
520540;5205406;Ceres;GO;22046;238;178;74.78991596638656;2022
520545;5205455;Cezarina;GO;8090;98;70;71.42857142857143;2022
520547;5205471;Chapadão do Céu;GO;12870;230;184;80.0;2022
520549;5205497;Cidade Ocidental;GO;91767;1182;622;52.62267343485617;2022
520551;5205513;Cocalzinho de Goiás;GO;25016;222;129;58.108108108108105;2022
520552;5205521;Colinas do Sul;GO;4030;35;17;48.57142857142857;2022
520570;5205703;Córrego do Ouro;GO;2454;19;14;73.68421052631578;2022
520580;5205802;Corumbá de Goiás;GO;10562;92;60;65.21739130434783;2022
520590;5205901;Corumbaíba;GO;9164;106;86;81.13207547169812;2022
520620;5206206;Cristalina;GO;62337;970;528;54.43298969072165;2022
520630;5206305;Cristianópolis;GO;3504;35;27;77.14285714285715;2022
520640;5206404;Crixás;GO;17065;206;172;83.49514563106796;2022
520650;5206503;Cromínia;GO;3883;28;18;64.28571428571429;2022
520660;5206602;Cumari;GO;2927;22;19;86.36363636363636;2022
520670;5206701;Damianópolis;GO;3770;50;27;54.0;2022
520680;5206800;Damolândia;GO;2724;30;20;66.66666666666666;2022
520690;5206909;Davinópolis;GO;1902;21;14;66.66666666666666;2022
520710;5207105;Diorama;GO;2062;20;16;80.0;2022
520725;5207253;Doverlândia;GO;6956;78;67;85.8974358974359;2022
520735;5207352;Edealina;GO;4001;29;22;75.86206896551724;2022
520740;5207402;Edéia;GO;11747;144;120;83.33333333333334;2022
520750;5207501;Estrela do Norte;GO;3205;35;27;77.14285714285715;2022
520753;5207535;Faina;GO;7070;54;35;64.81481481481481;2022
520760;5207600;Fazenda Nova;GO;5877;59;46;77.96610169491525;2022
520780;5207808;Firminópolis;GO;10419;99;85;85.85858585858585;2022
520790;5207907;Flores de Goiás;GO;13744;97;49;50.51546391752577;2022
520800;5208004;Formosa;GO;115901;1612;1000;62.03473945409429;2022
520810;5208103;Formoso;GO;4660;53;45;84.90566037735849;2022
520815;5208152;Gameleira de Goiás;GO;3456;25;19;76.0;2022
520830;5208301;Divinópolis de Goiás;GO;4457;72;33;45.83333333333333;2022
520840;5208400;Goianápolis;GO;13967;176;122;69.31818181818183;2022
520850;5208509;Goiandira;GO;4973;47;38;80.85106382978722;2022
520860;5208608;Goianésia;GO;73707;995;876;88.04020100502512;2022
520870;5208707;Goiânia;GO;1437366;18685;12408;66.4062081883864;2022
520880;5208806;Goianira;GO;71916;907;525;57.88313120176406;2022
520890;5208905;Goiás;GO;24071;230;161;70.0;2022
520910;5209101;Goiatuba;GO;35664;399;344;86.21553884711778;2022
520915;5209150;Gouvelândia;GO;4390;53;46;86.79245283018868;2022
520920;5209200;Guapó;GO;19545;223;163;73.09417040358744;2022
520929;5209291;Guaraíta;GO;2188;16;11;68.75;2022
520940;5209408;Guarani de Goiás;GO;4085;41;30;73.17073170731707;2022
520945;5209457;Guarinos;GO;2161;25;14;56.00000000000001;2022
520960;5209606;Heitoraí;GO;3354;21;14;66.66666666666666;2022
520970;5209705;Hidrolândia;GO;27742;344;247;71.80232558139535;2022
520980;5209804;Hidrolina;GO;3545;33;24;72.72727272727273;2022
520990;5209903;Iaciara;GO;10584;189;120;63.49206349206349;2022
520993;5209937;Inaciolândia;GO;5954;59;56;94.91525423728814;2022
520995;5209952;Indiara;GO;17061;183;154;84.15300546448088;2022
521000;5210000;Inhumas;GO;52204;568;467;82.21830985915493;2022
521010;5210109;Ipameri;GO;25548;254;210;82.67716535433071;2022
521015;5210158;Ipiranga de Goiás;GO;2919;20;15;75.0;2022
521020;5210208;Iporá;GO;35684;446;371;83.18385650224215;2022
521030;5210307;Israelândia;GO;2560;15;14;93.33333333333333;2022
521040;5210406;Itaberaí;GO;44734;533;395;74.10881801125704;2022
521056;5210562;Itaguari;GO;4963;38;26;68.42105263157895;2022
521060;5210604;Itaguaru;GO;4904;35;28;80.0;2022
521080;5210802;Itajá;GO;4380;53;44;83.01886792452831;2022
521090;5210901;Itapaci;GO;21087;255;167;65.49019607843137;2022
521100;5211008;Itapirapuã;GO;8007;69;57;82.6086956521739;2022
521120;5211206;Itapuranga;GO;26113;320;238;74.375;2022
521130;5211305;Itarumã;GO;6101;81;67;82.71604938271605;2022
521140;5211404;Itauçu;GO;7736;78;59;75.64102564102564;2022
521150;5211503;Itumbiara;GO;107970;1173;830;70.75873827791986;2022
521160;5211602;Ivolândia;GO;2693;24;19;79.16666666666666;2022
521170;5211701;Jandaia;GO;6272;50;46;92.0;2022
521180;5211800;Jaraguá;GO;45223;550;413;75.09090909090908;2022
521190;5211909;Jataí;GO;105729;1426;971;68.09256661991586;2022
521200;5212006;Jaupaci;GO;2924;32;29;90.625;2022
521205;5212055;Jesúpolis;GO;2123;21;14;66.66666666666666;2022
521210;5212105;Joviânia;GO;7159;101;90;89.10891089108911;2022
521220;5212204;Jussara;GO;19620;237;221;93.24894514767934;2022
521225;5212253;Lagoa Santa;GO;1390;17;13;76.47058823529412;2022
521230;5212303;Leopoldo de Bulhões;GO;8745;91;63;69.23076923076923;2022
521250;5212501;Luziânia;GO;209129;2915;1401;48.06174957118353;2022
521260;5212600;Mairipotaba;GO;2561;19;14;73.68421052631578;2022
521270;5212709;Mambaí;GO;8124;145;110;75.86206896551724;2022
521280;5212808;Mara Rosa;GO;10700;120;83;69.16666666666667;2022
521290;5212907;Marzagão;GO;2758;41;34;82.92682926829268;2022
521295;5212956;Matrinchã;GO;4042;40;19;47.5;2022
521300;5213004;Maurilândia;GO;10304;130;107;82.3076923076923;2022
521305;5213053;Mimoso de Goiás;GO;2614;16;8;50.0;2022
521308;5213087;Minaçu;GO;27075;344;213;61.91860465116279;2022
521310;5213103;Mineiros;GO;70081;1050;943;89.80952380952381;2022
521340;5213400;Moiporá;GO;1685;21;17;80.95238095238095;2022
521350;5213509;Monte Alegre de Goiás;GO;6692;115;49;42.608695652173914;2022
521370;5213707;Montes Claros de Goiás;GO;8756;89;61;68.53932584269663;2022
521375;5213756;Montividiu;GO;12521;161;118;73.29192546583852;2022
521377;5213772;Montividiu do Norte;GO;3779;43;35;81.3953488372093;2022
521380;5213806;Morrinhos;GO;51351;620;495;79.83870967741935;2022
521385;5213855;Morro Agudo de Goiás;GO;2456;26;22;84.61538461538461;2022
521390;5213905;Mossâmedes;GO;4654;32;25;78.125;2022
521400;5214002;Mozarlândia;GO;14750;265;227;85.66037735849056;2022
521405;5214051;Mundo Novo;GO;6189;87;71;81.60919540229885;2022
521410;5214101;Mutunópolis;GO;3564;52;45;86.53846153846155;2022
521440;5214408;Nazário;GO;8189;85;63;74.11764705882354;2022
521450;5214507;Nerópolis;GO;31932;442;367;83.0316742081448;2022
521460;5214606;Niquelândia;GO;34964;378;278;73.54497354497354;2022
521470;5214705;Nova América;GO;2337;15;11;73.33333333333333;2022
521480;5214804;Nova Aurora;GO;2101;22;18;81.81818181818183;2022
521483;5214838;Nova Crixás;GO;12815;177;169;95.48022598870057;2022
521486;5214861;Nova Glória;GO;8310;85;57;67.05882352941175;2022
521487;5214879;Nova Iguaçu de Goiás;GO;3010;38;33;86.8421052631579;2022
521490;5214903;Nova Roma;GO;3076;29;16;55.172413793103445;2022
521500;5215009;Nova Veneza;GO;9481;117;93;79.48717948717949;2022
521520;5215207;Novo Brasil;GO;3527;36;29;80.55555555555556;2022
521523;5215231;Novo Gama;GO;103804;1296;555;42.824074074074076;2022
521525;5215256;Novo Planalto;GO;3716;40;35;87.5;2022
521530;5215306;Orizona;GO;16399;198;112;56.56565656565656;2022
521540;5215405;Ouro Verde de Goiás;GO;4057;42;30;71.42857142857143;2022
521550;5215504;Ouvidor;GO;7200;89;63;70.78651685393258;2022
521560;5215603;Padre Bernardo;GO;34967;435;272;62.52873563218391;2022
521565;5215652;Palestina de Goiás;GO;3132;40;37;92.5;2022
521570;5215702;Palmeiras de Goiás;GO;31858;455;338;74.28571428571429;2022
521580;5215801;Palmelo;GO;2259;18;13;72.22222222222221;2022
521590;5215900;Palminópolis;GO;3851;41;37;90.2439024390244;2022
521600;5216007;Panamá;GO;2455;16;12;75.0;2022
521630;5216304;Paranaiguara;GO;7607;89;85;95.50561797752809;2022
521640;5216403;Paraúna;GO;10659;154;142;92.20779220779221;2022
521645;5216452;Perolândia;GO;2964;37;37;100.0;2022
521680;5216809;Petrolina de Goiás;GO;9573;80;66;82.5;2022
521690;5216908;Pilar de Goiás;GO;2328;26;18;69.23076923076923;2022
521710;5217104;Piracanjuba;GO;24883;236;163;69.0677966101695;2022
521720;5217203;Piranhas;GO;11712;107;96;89.7196261682243;2022
521730;5217302;Pirenópolis;GO;26690;299;235;78.59531772575251;2022
521740;5217401;Pires do Rio;GO;32373;403;310;76.92307692307693;2022
521760;5217609;Planaltina;GO;105031;1508;742;49.20424403183024;2022
521770;5217708;Pontalina;GO;18309;196;154;78.57142857142857;2022
521800;5218003;Porangatu;GO;44317;514;418;81.32295719844358;2022
521805;5218052;Porteirão;GO;4070;43;31;72.09302325581395;2022
521810;5218102;Portelândia;GO;3280;44;36;81.81818181818183;2022
521830;5218300;Posse;GO;34914;493;304;61.66328600405679;2022
521839;5218391;Professor Jamil;GO;3649;33;26;78.78787878787878;2022
521850;5218508;Quirinópolis;GO;48447;621;567;91.30434782608695;2022
521860;5218607;Rialma;GO;12165;150;117;78.0;2022
521870;5218706;Rianápolis;GO;3980;51;39;76.47058823529412;2022
521878;5218789;Rio Quente;GO;3864;45;39;86.66666666666667;2022
521880;5218805;Rio Verde;GO;225696;3244;2284;70.40690505548706;2022
521890;5218904;Rubiataba;GO;19788;245;186;75.91836734693878;2022
521900;5219001;Sanclerlândia;GO;7918;89;75;84.26966292134831;2022
521910;5219100;Santa Bárbara de Goiás;GO;6149;58;45;77.58620689655173;2022
521920;5219209;Santa Cruz de Goiás;GO;3002;13;8;61.53846153846154;2022
521925;5219258;Santa Fé de Goiás;GO;4951;72;60;83.33333333333334;2022
521930;5219308;Santa Helena de Goiás;GO;38492;482;310;64.31535269709543;2022
521935;5219357;Santa Isabel;GO;3538;40;30;75.0;2022
521940;5219407;Santa Rita do Araguaia;GO;5924;71;65;91.54929577464789;2022
521945;5219456;Santa Rita do Novo Destino;GO;2689;20;18;90.0;2022
521950;5219506;Santa Rosa de Goiás;GO;2820;42;31;73.80952380952381;2022
521960;5219605;Santa Tereza de Goiás;GO;3293;41;36;87.8048780487805;2022
521970;5219704;Santa Terezinha de Goiás;GO;10645;99;57;57.57575757575758;2022
521971;5219712;Santo Antônio da Barra;GO;4267;36;27;75.0;2022
521973;5219738;Santo Antônio de Goiás;GO;7386;70;48;68.57142857142857;2022
521975;5219753;Santo Antônio do Descoberto;GO;72127;884;377;42.64705882352941;2022
521980;5219803;São Domingos;GO;9711;109;50;45.87155963302752;2022
521990;5219902;São Francisco de Goiás;GO;6378;64;47;73.4375;2022
522000;5220009;São João d'Aliança;GO;14041;143;69;48.25174825174825;2022
522005;5220058;São João da Paraúna;GO;1774;14;12;85.71428571428571;2022
522010;5220108;São Luís de Montes Belos;GO;33852;408;349;85.5392156862745;2022
522015;5220157;São Luiz do Norte;GO;4837;65;43;66.15384615384615;2022
522020;5220207;São Miguel do Araguaia;GO;21900;294;212;72.10884353741497;2022
522026;5220264;São Miguel do Passa Quatro;GO;4464;50;27;54.0;2022
522028;5220280;São Patrício;GO;2143;21;19;90.47619047619048;2022
522040;5220405;São Simão;GO;17020;185;178;96.21621621621622;2022
522045;5220454;Senador Canedo;GO;155635;2077;1262;60.76071256620125;2022
522050;5220504;Serranópolis;GO;8027;99;60;60.60606060606061;2022
522060;5220603;Silvânia;GO;22245;258;214;82.94573643410853;2022
522068;5220686;Simolândia;GO;5742;74;65;87.83783783783784;2022
522070;5220702;Sítio d'Abadia;GO;2927;35;26;74.28571428571429;2022
522100;5221007;Taquaral de Goiás;GO;4026;32;31;96.875;2022
522108;5221080;Teresina de Goiás;GO;2701;42;20;47.61904761904761;2022
522119;5221197;Terezópolis de Goiás;GO;7944;100;59;59.0;2022
522130;5221304;Três Ranchos;GO;2921;23;16;69.56521739130434;2022
522140;5221403;Trindade;GO;142431;1782;1213;68.0695847362514;2022
522145;5221452;Trombas;GO;3120;38;36;94.73684210526315;2022
522150;5221502;Turvânia;GO;4480;45;40;88.88888888888889;2022
522155;5221551;Turvelândia;GO;4985;55;46;83.63636363636363;2022
522157;5221577;Uirapuru;GO;2798;35;25;71.42857142857143;2022
522160;5221601;Uruaçu;GO;42546;531;392;73.82297551789078;2022
522170;5221700;Uruana;GO;13729;121;88;72.72727272727273;2022
522180;5221809;Urutaí;GO;3553;32;21;65.625;2022
522185;5221858;Valparaíso de Goiás;GO;198861;2320;1269;54.69827586206897;2022
522190;5221908;Varjão;GO;3716;34;27;79.41176470588235;2022
522200;5222005;Vianópolis;GO;14956;170;88;51.76470588235295;2022
522205;5222054;Vicentinópolis;GO;8768;121;95;78.51239669421489;2022
522220;5222203;Vila Boa;GO;4215;40;22;55.00000000000001;2022
522230;5222302;Vila Propício;GO;5815;73;66;90.41095890410958;2022
