cod_mun_ibge_6;cod_mun_ibge_7;municipio;UF;ano;populacao;tipo;total_obitos;obitos_mal_definidas;PROP_MAL_DEFINIDAS;TX_MAL_DEFINIDAS_P10K;ANO
172090;1720903;Taguatinga;TO;2022;16830;Estimativa (Spline);96;3;3.125;1.7825311942959001;2022
172093;1720937;Taipas do Tocantins;TO;2022;2186;Estimativa (Spline);9;1;11.11111111111111;4.574565416285453;2022
172097;1720978;Talismã;TO;2022;2817;Estimativa (Spline);20;0;0.0;0.0;2022
172100;1721000;Palmas;TO;2022;319480;Estimativa (Spline);1369;21;1.5339663988312637;0.6573181419807186;2022
172110;1721109;Tocantínia;TO;2022;7748;Estimativa (Spline);54;4;7.4074074074074066;5.162622612287042;2022
172120;1721208;Tocantinópolis;TO;2022;22846;Estimativa (Spline);133;1;0.7518796992481203;0.4377133852753217;2022
172125;1721257;Tupirama;TO;2022;1978;Estimativa (Spline);10;1;10.0;5.055611729019212;2022
172130;1721307;Tupiratins;TO;2022;2745;Estimativa (Spline);16;2;12.5;7.285974499089253;2022
172208;1722081;Wanderlândia;TO;2022;11729;Estimativa (Spline);73;0;0.0;0.0;2022
172210;1722107;Xambioá;TO;2022;11416;Estimativa (Spline);78;2;2.564102564102564;1.751927119831815;2022
