cod_mun_ibge_6;cod_mun_ibge_7;municipio;UF;ano;populacao;tipo;obitos_infantis;nascidos_vivos;TMI;ANO
520355;5203559;Bonfinópolis;GO;2021;10120;Original;4;123;32.520325203252035;2021
520357;5203575;Bonópolis;GO;2021;4579;Original;0;42;0.0;2021
520360;5203609;Brazabrantes;GO;2021;3812;Original;0;40;0.0;2021
520380;5203807;Britânia;GO;2021;5815;Original;1;86;11.627906976744185;2021
520390;5203906;Buriti Alegre;GO;2021;9515;Original;0;113;0.0;2021
520393;5203939;Buriti de Goiás;GO;2021;2464;Original;0;33;0.0;2021
520396;5203962;Buritinópolis;GO;2021;3272;Original;0;52;0.0;2021
520400;5204003;Cabeceiras;GO;2021;8098;Original;2;88;22.727272727272727;2021
520410;5204102;Cachoeira Alta;GO;2021;12843;Original;1;111;9.00900900900901;2021
520420;5204201;Cachoeira de Goiás;GO;2021;1336;Original;0;19;0.0;2021
520425;5204250;Cachoeira Dourada;GO;2021;7997;Original;1;66;15.151515151515152;2021
520430;5204300;Caçu;GO;2021;16525;Original;0;162;0.0;2021
520440;5204409;Caiapônia;GO;2021;19304;Original;2;205;9.75609756097561;2021
520450;5204508;Caldas Novas;GO;2021;95183;Original;18;1260;14.285714285714285;2021
520455;5204557;Caldazinha;GO;2021;3900;Original;0;34;0.0;2021
520460;5204607;Campestre de Goiás;GO;2021;3662;Original;0;45;0.0;2021
520465;5204656;Campinaçu;GO;2021;3628;Original;0;37;0.0;2021
520470;5204706;Campinorte;GO;2021;12880;Original;2;140;14.285714285714285;2021
520480;5204805;Campo Alegre de Goiás;GO;2021;7884;Original;1;88;11.363636363636363;2021
520485;5204854;Campo Limpo de Goiás;GO;2021;8087;Original;1;120;8.333333333333334;2021
520490;5204904;Campos Belos;GO;2021;20124;Original;6;300;20.0;2021
520495;5204953;Campos Verdes;GO;2021;1526;Original;0;49;0.0;2021
520500;5205000;Carmo do Rio Verde;GO;2021;10299;Original;4;89;44.9438202247191;2021
520505;5205059;Castelândia;GO;2021;3380;Original;2;28;71.42857142857143;2021
520510;5205109;Catalão;GO;2021;113091;Original;11;1400;7.857142857142858;2021
520520;5205208;Caturaí;GO;2021;5132;Original;0;42;0.0;2021
520530;5205307;Cavalcante;GO;2021;9740;Original;5;136;36.76470588235294;2021
520540;5205406;Ceres;GO;2021;22407;Original;0;285;0.0;2021
520545;5205455;Cezarina;GO;2021;8794;Original;2;81;24.691358024691358;2021
520547;5205471;Chapadão do Céu;GO;2021;10797;Original;1;214;4.672897196261682;2021
520549;5205497;Cidade Ocidental;GO;2021;74370;Original;9;1156;7.7854671280276815;2021
520551;5205513;Cocalzinho de Goiás;GO;2021;20771;Original;2;277;7.220216606498195;2021
520552;5205521;Colinas do Sul;GO;2021;3339;Original;0;61;0.0;2021
520570;5205703;Córrego do Ouro;GO;2021;2254;Original;1;24;41.666666666666664;2021
520580;5205802;Corumbá de Goiás;GO;2021;11223;Original;0;99;0.0;2021
520590;5205901;Corumbaíba;GO;2021;10012;Original;1;102;9.803921568627452;2021
520620;5206206;Cristalina;GO;2021;61385;Original;18;928;19.396551724137932;2021
520630;5206305;Cristianópolis;GO;2021;2962;Original;0;50;0.0;2021
520640;5206404;Crixás;GO;2021;17136;Original;0;196;0.0;2021
520650;5206503;Cromínia;GO;2021;3458;Original;1;40;25.0;2021
520660;5206602;Cumari;GO;2021;2820;Original;0;29;0.0;2021
520670;5206701;Damianópolis;GO;2021;3302;Original;2;60;33.333333333333336;2021
520680;5206800;Damolândia;GO;2021;2944;Original;0;19;0.0;2021
520690;5206909;Davinópolis;GO;2021;2094;Original;0;18;0.0;2021
520710;5207105;Diorama;GO;2021;2477;Original;1;15;66.66666666666667;2021
520725;5207253;Doverlândia;GO;2021;7174;Original;2;72;27.777777777777775;2021
520735;5207352;Edealina;GO;2021;3678;Original;0;46;0.0;2021
520740;5207402;Edéia;GO;2021;12559;Original;0;137;0.0;2021
520750;5207501;Estrela do Norte;GO;2021;3253;Original;0;31;0.0;2021
520753;5207535;Faina;GO;2021;6527;Original;3;55;54.54545454545454;2021
520760;5207600;Fazenda Nova;GO;2021;5471;Original;1;41;24.390243902439025;2021
520780;5207808;Firminópolis;GO;2021;13604;Original;0;94;0.0;2021
520790;5207907;Flores de Goiás;GO;2021;17415;Original;1;93;10.752688172043012;2021
520800;5208004;Formosa;GO;2021;125705;Original;16;1679;9.529481834425255;2021
520810;5208103;Formoso;GO;2021;4098;Original;0;52;0.0;2021
520815;5208152;Gameleira de Goiás;GO;2021;3923;Original;1;31;32.25806451612903;2021
520830;5208301;Divinópolis de Goiás;GO;2021;4701;Original;0;63;0.0;2021
520840;5208400;Goianápolis;GO;2021;11217;Original;2;185;10.81081081081081;2021
520850;5208509;Goiandira;GO;2021;5650;Original;0;42;0.0;2021
520860;5208608;Goianésia;GO;2021;72045;Original;15;1003;14.955134596211366;2021
520870;5208707;Goiânia;GO;2021;1555626;Original;233;18698;12.461225799550755;2021
520880;5208806;Goianira;GO;2021;46278;Original;13;926;14.038876889848812;2021
520890;5208905;Goiás;GO;2021;22122;Original;4;213;18.779342723004696;2021
520910;5209101;Goiatuba;GO;2021;34307;Original;4;419;9.546539379474941;2021
520915;5209150;Gouvelândia;GO;2021;6076;Original;0;45;0.0;2021
520920;5209200;Guapó;GO;2021;14206;Original;2;213;9.389671361502348;2021
520929;5209291;Guaraíta;GO;2021;1905;Original;0;12;0.0;2021
520940;5209408;Guarani de Goiás;GO;2021;3801;Original;1;43;23.25581395348837;2021
520945;5209457;Guarinos;GO;2021;1681;Original;0;22;0.0;2021
520960;5209606;Heitoraí;GO;2021;3742;Original;1;34;29.41176470588235;2021
520970;5209705;Hidrolândia;GO;2021;22533;Original;4;319;12.539184952978056;2021
520980;5209804;Hidrolina;GO;2021;3450;Original;1;39;25.64102564102564;2021
520990;5209903;Iaciara;GO;2021;14215;Original;1;178;5.617977528089887;2021
520993;5209937;Inaciolândia;GO;2021;6275;Original;1;55;18.18181818181818;2021
520995;5209952;Indiara;GO;2021;15962;Original;3;200;15.0;2021
521000;5210000;Inhumas;GO;2021;53655;Original;10;600;16.666666666666668;2021
521010;5210109;Ipameri;GO;2021;27365;Original;2;303;6.600660066006601;2021
521015;5210158;Ipiranga de Goiás;GO;2021;2892;Original;0;29;0.0;2021
521020;5210208;Iporá;GO;2021;31471;Original;3;403;7.444168734491315;2021
521030;5210307;Israelândia;GO;2021;2772;Original;0;27;0.0;2021
521040;5210406;Itaberaí;GO;2021;44329;Original;7;562;12.455516014234876;2021
521056;5210562;Itaguari;GO;2021;4684;Original;1;50;20.0;2021
521060;5210604;Itaguaru;GO;2021;5184;Original;0;41;0.0;2021
521080;5210802;Itajá;GO;2021;4412;Original;2;68;29.41176470588235;2021
521090;5210901;Itapaci;GO;2021;23850;Original;2;282;7.092198581560283;2021
521100;5211008;Itapirapuã;GO;2021;4380;Original;1;75;13.333333333333334;2021
521120;5211206;Itapuranga;GO;2021;25597;Original;3;312;9.615384615384617;2021
521130;5211305;Itarumã;GO;2021;7337;Original;1;65;15.384615384615385;2021
521140;5211404;Itauçu;GO;2021;8968;Original;1;82;12.195121951219512;2021
521150;5211503;Itumbiara;GO;2021;106845;Original;12;1263;9.501187648456057;2021
521160;5211602;Ivolândia;GO;2021;2295;Original;0;21;0.0;2021
521170;5211701;Jandaia;GO;2021;6001;Original;0;61;0.0;2021
521180;5211800;Jaraguá;GO;2021;52160;Original;4;525;7.619047619047619;2021
521190;5211909;Jataí;GO;2021;103221;Original;24;1441;16.655100624566273;2021
521200;5212006;Jaupaci;GO;2021;2843;Original;0;47;0.0;2021
521205;5212055;Jesúpolis;GO;2021;2497;Original;0;22;0.0;2021
521210;5212105;Joviânia;GO;2021;7417;Original;1;84;11.904761904761903;2021
521220;5212204;Jussara;GO;2021;18266;Original;2;205;9.75609756097561;2021
521225;5212253;Lagoa Santa;GO;2021;1652;Original;0;21;0.0;2021
521230;5212303;Leopoldo de Bulhões;GO;2021;7663;Original;1;82;12.195121951219512;2021
521250;5212501;Luziânia;GO;2021;214645;Original;28;2919;9.592326139088728;2021
521260;5212600;Mairipotaba;GO;2021;2358;Original;0;16;0.0;2021
521270;5212709;Mambaí;GO;2021;9277;Original;5;162;30.864197530864196;2021
521280;5212808;Mara Rosa;GO;2021;9234;Original;2;132;15.151515151515152;2021
521290;5212907;Marzagão;GO;2021;2263;Original;1;36;27.777777777777775;2021
521295;5212956;Matrinchã;GO;2021;4321;Original;1;49;20.408163265306122;2021
521300;5213004;Maurilândia;GO;2021;14568;Original;1;141;7.092198581560283;2021
521305;5213053;Mimoso de Goiás;GO;2021;2575;Original;0;27;0.0;2021
521308;5213087;Minaçu;GO;2021;28518;Original;6;390;15.384615384615385;2021
521310;5213103;Mineiros;GO;2021;69477;Original;16;1026;15.594541910331383;2021
521340;5213400;Moiporá;GO;2021;1471;Original;0;6;0.0;2021
521350;5213509;Monte Alegre de Goiás;GO;2021;8759;Original;2;97;20.61855670103093;2021
521370;5213707;Montes Claros de Goiás;GO;2021;8037;Original;0;98;0.0;2021
521375;5213756;Montividiu;GO;2021;13935;Original;2;165;12.121212121212121;2021
521377;5213772;Montividiu do Norte;GO;2021;4538;Original;2;47;42.5531914893617;2021
521380;5213806;Morrinhos;GO;2021;46955;Original;9;632;14.240506329113924;2021
521385;5213855;Morro Agudo de Goiás;GO;2021;2217;Original;0;35;0.0;2021
521390;5213905;Mossâmedes;GO;2021;4120;Original;0;49;0.0;2021
521400;5214002;Mozarlândia;GO;2021;16077;Original;0;245;0.0;2021
521405;5214051;Mundo Novo;GO;2021;4540;Original;0;93;0.0;2021
521410;5214101;Mutunópolis;GO;2021;3749;Original;0;52;0.0;2021
521440;5214408;Nazário;GO;2021;9375;Original;1;82;12.195121951219512;2021
521450;5214507;Nerópolis;GO;2021;30931;Original;6;467;12.84796573875803;2021
521460;5214606;Niquelândia;GO;2021;47064;Original;5;414;12.077294685990339;2021
521470;5214705;Nova América;GO;2021;2362;Original;0;19;0.0;2021
521480;5214804;Nova Aurora;GO;2021;2236;Original;0;17;0.0;2021
521483;5214838;Nova Crixás;GO;2021;13020;Original;1;165;6.0606060606060606;2021
521486;5214861;Nova Glória;GO;2021;8063;Original;0;72;0.0;2021
521487;5214879;Nova Iguaçu de Goiás;GO;2021;2939;Original;0;35;0.0;2021
521490;5214903;Nova Roma;GO;2021;3208;Original;1;36;27.777777777777775;2021
521500;5215009;Nova Veneza;GO;2021;10193;Original;4;88;45.45454545454545;2021
521520;5215207;Novo Brasil;GO;2021;2775;Original;0;41;0.0;2021
521523;5215231;Novo Gama;GO;2021;119649;Original;14;1414;9.900990099009901;2021
521525;5215256;Novo Planalto;GO;2021;4592;Original;0;47;0.0;2021
521530;5215306;Orizona;GO;2021;15834;Original;1;212;4.716981132075471;2021
521540;5215405;Ouro Verde de Goiás;GO;2021;3679;Original;0;53;0.0;2021
521550;5215504;Ouvidor;GO;2021;6895;Original;1;78;12.82051282051282;2021
521560;5215603;Padre Bernardo;GO;2021;35011;Original;7;396;17.676767676767675;2021
521565;5215652;Palestina de Goiás;GO;2021;3470;Original;0;44;0.0;2021
521570;5215702;Palmeiras de Goiás;GO;2021;29915;Original;5;437;11.441647597254004;2021
521580;5215801;Palmelo;GO;2021;2382;Original;0;10;0.0;2021
521590;5215900;Palminópolis;GO;2021;3578;Original;0;45;0.0;2021
521600;5216007;Panamá;GO;2021;2590;Original;0;32;0.0;2021
521630;5216304;Paranaiguara;GO;2021;10221;Original;1;82;12.195121951219512;2021
521640;5216403;Paraúna;GO;2021;10988;Original;2;140;14.285714285714285;2021
521645;5216452;Perolândia;GO;2021;3156;Original;0;44;0.0;2021
521680;5216809;Petrolina de Goiás;GO;2021;10240;Original;2;70;28.57142857142857;2021
521690;5216908;Pilar de Goiás;GO;2021;2135;Original;0;30;0.0;2021
521710;5217104;Piracanjuba;GO;2021;24543;Original;7;234;29.914529914529915;2021
521720;5217203;Piranhas;GO;2021;10161;Original;2;142;14.084507042253522;2021
521730;5217302;Pirenópolis;GO;2021;25218;Original;1;271;3.6900369003690034;2021
521740;5217401;Pires do Rio;GO;2021;31909;Original;3;368;8.152173913043478;2021
521760;5217609;Planaltina;GO;2021;91345;Original;18;1465;12.286689419795222;2021
521770;5217708;Pontalina;GO;2021;17899;Original;1;196;5.1020408163265305;2021
521800;5218003;Porangatu;GO;2021;45866;Original;8;554;14.44043321299639;2021
521805;5218052;Porteirão;GO;2021;3979;Original;1;64;15.625;2021
521810;5218102;Portelândia;GO;2021;4032;Original;0;32;0.0;2021
521830;5218300;Posse;GO;2021;37924;Original;6;559;10.73345259391771;2021
521839;5218391;Professor Jamil;GO;2021;3211;Original;0;30;0.0;2021
521850;5218508;Quirinópolis;GO;2021;51323;Original;9;621;14.492753623188406;2021
521860;5218607;Rialma;GO;2021;10961;Original;0;162;0.0;2021
521870;5218706;Rianápolis;GO;2021;4832;Original;0;44;0.0;2021
521878;5218789;Rio Quente;GO;2021;4728;Original;0;32;0.0;2021
521880;5218805;Rio Verde;GO;2021;247259;Original;43;3284;13.093788063337392;2021
521890;5218904;Rubiataba;GO;2021;20012;Original;3;209;14.354066985645934;2021
521900;5219001;Sanclerlândia;GO;2021;7630;Original;0;83;0.0;2021
521910;5219100;Santa Bárbara de Goiás;GO;2021;6701;Original;0;72;0.0;2021
521920;5219209;Santa Cruz de Goiás;GO;2021;2782;Original;0;18;0.0;2021
521925;5219258;Santa Fé de Goiás;GO;2021;5585;Original;0;61;0.0;2021
521930;5219308;Santa Helena de Goiás;GO;2021;38962;Original;6;470;12.76595744680851;2021
521935;5219357;Santa Isabel;GO;2021;3821;Original;0;34;0.0;2021
521940;5219407;Santa Rita do Araguaia;GO;2021;9110;Original;0;61;0.0;2021
521945;5219456;Santa Rita do Novo Destino;GO;2021;3367;Original;1;29;34.48275862068965;2021
521950;5219506;Santa Rosa de Goiás;GO;2021;2200;Original;0;36;0.0;2021
521960;5219605;Santa Tereza de Goiás;GO;2021;3207;Original;0;35;0.0;2021
521970;5219704;Santa Terezinha de Goiás;GO;2021;8386;Original;1;104;9.615384615384617;2021
521971;5219712;Santo Antônio da Barra;GO;2021;4886;Original;1;52;19.230769230769234;2021
521973;5219738;Santo Antônio de Goiás;GO;2021;6593;Original;2;72;27.777777777777775;2021
521975;5219753;Santo Antônio do Descoberto;GO;2021;76871;Original;9;901;9.988901220865706;2021
521980;5219803;São Domingos;GO;2021;13305;Original;0;122;0.0;2021
521990;5219902;São Francisco de Goiás;GO;2021;6265;Original;0;55;0.0;2021
522000;5220009;São João d'Aliança;GO;2021;14423;Original;2;174;11.494252873563218;2021
522005;5220058;São João da Paraúna;GO;2021;1312;Original;0;17;0.0;2021
522010;5220108;São Luís de Montes Belos;GO;2021;34488;Original;4;409;9.7799511002445;2021
522015;5220157;São Luiz do Norte;GO;2021;5263;Original;3;90;33.333333333333336;2021
522020;5220207;São Miguel do Araguaia;GO;2021;21849;Original;6;280;21.428571428571427;2021
522026;5220264;São Miguel do Passa Quatro;GO;2021;4105;Original;0;39;0.0;2021
522028;5220280;São Patrício;GO;2021;2040;Original;0;30;0.0;2021
522040;5220405;São Simão;GO;2021;21318;Original;5;204;24.509803921568626;2021
522045;5220454;Senador Canedo;GO;2021;121447;Original;30;2236;13.416815742397137;2021
522050;5220504;Serranópolis;GO;2021;8737;Original;1;79;12.658227848101266;2021
522060;5220603;Silvânia;GO;2021;20938;Original;1;195;5.128205128205129;2021
522068;5220686;Simolândia;GO;2021;6895;Original;0;89;0.0;2021
522070;5220702;Sítio d'Abadia;GO;2021;3040;Original;0;27;0.0;2021
522100;5221007;Taquaral de Goiás;GO;2021;3506;Original;0;42;0.0;2021
522108;5221080;Teresina de Goiás;GO;2021;3538;Original;0;37;0.0;2021
522119;5221197;Terezópolis de Goiás;GO;2021;8326;Original;2;89;22.47191011235955;2021
522130;5221304;Três Ranchos;GO;2021;2830;Original;0;19;0.0;2021
522140;5221403;Trindade;GO;2021;132006;Original;21;1832;11.462882096069869;2021
522145;5221452;Trombas;GO;2021;3497;Original;1;45;22.22222222222222;2021
522150;5221502;Turvânia;GO;2021;4526;Original;1;57;17.543859649122805;2021
522155;5221551;Turvelândia;GO;2021;5447;Original;0;61;0.0;2021
522157;5221577;Uirapuru;GO;2021;2829;Original;0;20;0.0;2021
522160;5221601;Uruaçu;GO;2021;41150;Original;7;529;13.232514177693762;2021
522170;5221700;Uruana;GO;2021;13795;Original;0;160;0.0;2021
522180;5221809;Urutaí;GO;2021;3056;Original;0;27;0.0;2021
522185;5221858;Valparaíso de Goiás;GO;2021;175720;Original;34;2358;14.418999151823579;2021
522190;5221908;Varjão;GO;2021;3848;Original;0;28;0.0;2021
522200;5222005;Vianópolis;GO;2021;14088;Original;3;207;14.492753623188406;2021
522205;5222054;Vicentinópolis;GO;2021;9002;Original;1;99;10.101010101010102;2021
522220;5222203;Vila Boa;GO;2021;6451;Original;1;64;15.625;2021
522230;5222302;Vila Propício;GO;2021;5941;Original;2;70;28.57142857142857;2021
520005;5200050;Abadia de Goiás;GO;2022;10387;Estimativa (Spline);2;262;7.633587786259541;2022
520010;5200100;Abadiânia;GO;2022;20855;Estimativa (Spline);0;212;0.0;2022
520013;5200134;Acreúna;GO;2022;22760;Estimativa (Spline);6;237;25.31645569620253;2022
520015;5200159;Adelândia;GO;2022;2496;Estimativa (Spline);0;29;0.0;2022
520017;5200175;Água Fria de Goiás;GO;2022;5797;Estimativa (Spline);2;52;38.46153846153847;2022
520020;5200209;Água Limpa;GO;2022;1801;Estimativa (Spline);0;16;0.0;2022
520025;5200258;Águas Lindas de Goiás;GO;2022;227843;Estimativa (Spline);34;3126;10.876519513755598;2022
520030;5200308;Alexânia;GO;2022;28572;Estimativa (Spline);7;401;17.456359102244388;2022
520050;5200506;Aloândia;GO;2022;1971;Estimativa (Spline);0;18;0.0;2022
520055;5200555;Alto Horizonte;GO;2022;6884;Estimativa (Spline);2;101;19.801980198019802;2022
520060;5200605;Alto Paraíso de Goiás;GO;2022;8085;Estimativa (Spline);2;157;12.738853503184714;2022
520080;5200803;Alvorada do Norte;GO;2022;8771;Estimativa (Spline);1;104;9.615384615384617;2022
520082;5200829;Amaralina;GO;2022;3842;Estimativa (Spline);0;19;0.0;2022
520085;5200852;Americano do Brasil;GO;2022;6178;Estimativa (Spline);0;86;0.0;2022
520090;5200902;Amorinópolis;GO;2022;2971;Estimativa (Spline);0;25;0.0;2022
520110;5201108;Anápolis;GO;2022;401591;Estimativa (Spline);86;5720;15.034965034965035;2022
520120;5201207;Anhanguera;GO;2022;1156;Estimativa (Spline);0;9;0.0;2022
520130;5201306;Anicuns;GO;2022;21887;Estimativa (Spline);3;220;13.636363636363635;2022
520140;5201405;Aparecida de Goiânia;GO;2022;605016;Estimativa (Spline);105;6819;15.398152221733392;2022
520145;5201454;Aparecida do Rio Doce;GO;2022;2524;Estimativa (Spline);0;30;0.0;2022
520150;5201504;Aporé;GO;2022;4308;Estimativa (Spline);1;71;14.084507042253522;2022
520160;5201603;Araçu;GO;2022;3466;Estimativa (Spline);0;36;0.0;2022
520170;5201702;Aragarças;GO;2022;20341;Estimativa (Spline);5;197;25.380710659898476;2022
520180;5201801;Aragoiânia;GO;2022;10972;Estimativa (Spline);2;134;14.925373134328359;2022
520215;5202155;Araguapaz;GO;2022;7754;Estimativa (Spline);2;45;44.44444444444444;2022
520235;5202353;Arenópolis;GO;2022;2461;Estimativa (Spline);0;39;0.0;2022
520250;5202502;Aruanã;GO;2022;10326;Estimativa (Spline);6;99;60.60606060606061;2022
520260;5202601;Aurilândia;GO;2022;2993;Estimativa (Spline);1;27;37.03703703703704;2022
520280;5202809;Avelinópolis;GO;2022;2449;Estimativa (Spline);1;35;28.57142857142857;2022
520310;5203104;Baliza;GO;2022;5319;Estimativa (Spline);1;31;32.25806451612903;2022
520320;5203203;Barro Alto;GO;2022;11716;Estimativa (Spline);3;157;19.108280254777068;2022
520330;5203302;Bela Vista de Goiás;GO;2022;31857;Estimativa (Spline);8;429;18.64801864801865;2022
520340;5203401;Bom Jardim de Goiás;GO;2022;8859;Estimativa (Spline);1;94;10.638297872340425;2022
520350;5203500;Bom Jesus de Goiás;GO;2022;26228;Estimativa (Spline);2;304;6.578947368421052;2022
520355;5203559;Bonfinópolis;GO;2022;10312;Estimativa (Spline);0;110;0.0;2022
520357;5203575;Bonópolis;GO;2022;4521;Estimativa (Spline);1;46;21.73913043478261;2022
520360;5203609;Brazabrantes;GO;2022;3903;Estimativa (Spline);1;47;21.27659574468085;2022
520380;5203807;Britânia;GO;2022;5829;Estimativa (Spline);3;81;37.03703703703704;2022
520390;5203906;Buriti Alegre;GO;2022;9666;Estimativa (Spline);4;111;36.03603603603604;2022
520393;5203939;Buriti de Goiás;GO;2022;2488;Estimativa (Spline);0;26;0.0;2022
520396;5203962;Buritinópolis;GO;2022;3256;Estimativa (Spline);0;37;0.0;2022
520400;5204003;Cabeceiras;GO;2022;8100;Estimativa (Spline);5;101;49.504950495049506;2022
520410;5204102;Cachoeira Alta;GO;2022;12868;Estimativa (Spline);1;108;9.25925925925926;2022
520420;5204201;Cachoeira de Goiás;GO;2022;1343;Estimativa (Spline);0;14;0.0;2022
520425;5204250;Cachoeira Dourada;GO;2022;7967;Estimativa (Spline);0;41;0.0;2022
520430;5204300;Caçu;GO;2022;16470;Estimativa (Spline);1;140;7.142857142857142;2022
520440;5204409;Caiapônia;GO;2022;19209;Estimativa (Spline);1;175;5.714285714285714;2022
520450;5204508;Caldas Novas;GO;2022;97362;Estimativa (Spline);9;1234;7.293354943273906;2022
520455;5204557;Caldazinha;GO;2022;4017;Estimativa (Spline);0;32;0.0;2022
520460;5204607;Campestre de Goiás;GO;2022;3687;Estimativa (Spline);0;48;0.0;2022
520465;5204656;Campinaçu;GO;2022;3643;Estimativa (Spline);0;34;0.0;2022
520470;5204706;Campinorte;GO;2022;12950;Estimativa (Spline);3;152;19.736842105263158;2022
520480;5204805;Campo Alegre de Goiás;GO;2022;7966;Estimativa (Spline);1;82;12.195121951219512;2022
520485;5204854;Campo Limpo de Goiás;GO;2022;8217;Estimativa (Spline);2;125;16.0;2022
520490;5204904;Campos Belos;GO;2022;20047;Estimativa (Spline);1;279;3.5842293906810037;2022
520495;5204953;Campos Verdes;GO;2022;1555;Estimativa (Spline);1;41;24.390243902439025;2022
520500;5205000;Carmo do Rio Verde;GO;2022;10353;Estimativa (Spline);0;85;0.0;2022
520505;5205059;Castelândia;GO;2022;3325;Estimativa (Spline);2;30;66.66666666666667;2022
520510;5205109;Catalão;GO;2022;115188;Estimativa (Spline);25;1396;17.908309455587393;2022
520520;5205208;Caturaí;GO;2022;5173;Estimativa (Spline);3;54;55.55555555555555;2022
520530;5205307;Cavalcante;GO;2022;9756;Estimativa (Spline);2;146;13.698630136986301;2022
520540;5205406;Ceres;GO;2022;22490;Estimativa (Spline);3;238;12.605042016806722;2022
520545;5205455;Cezarina;GO;2022;8808;Estimativa (Spline);0;98;0.0;2022
520547;5205471;Chapadão do Céu;GO;2022;11277;Estimativa (Spline);2;230;8.695652173913043;2022
520549;5205497;Cidade Ocidental;GO;2022;77572;Estimativa (Spline);18;1182;15.228426395939087;2022
520551;5205513;Cocalzinho de Goiás;GO;2022;21491;Estimativa (Spline);3;222;13.513513513513514;2022
520552;5205521;Colinas do Sul;GO;2022;3403;Estimativa (Spline);3;35;85.71428571428571;2022
520570;5205703;Córrego do Ouro;GO;2022;2252;Estimativa (Spline);0;19;0.0;2022
520580;5205802;Corumbá de Goiás;GO;2022;11218;Estimativa (Spline);0;92;0.0;2022
520590;5205901;Corumbaíba;GO;2022;10055;Estimativa (Spline);0;106;0.0;2022
520620;5206206;Cristalina;GO;2022;62549;Estimativa (Spline);12;970;12.371134020618555;2022
520630;5206305;Cristianópolis;GO;2022;3024;Estimativa (Spline);0;35;0.0;2022
520640;5206404;Crixás;GO;2022;17236;Estimativa (Spline);1;206;4.854368932038835;2022
520650;5206503;Cromínia;GO;2022;3499;Estimativa (Spline);0;28;0.0;2022
520660;5206602;Cumari;GO;2022;2824;Estimativa (Spline);0;22;0.0;2022
520670;5206701;Damianópolis;GO;2022;3356;Estimativa (Spline);0;50;0.0;2022
520680;5206800;Damolândia;GO;2022;2907;Estimativa (Spline);0;30;0.0;2022
520690;5206909;Davinópolis;GO;2022;2078;Estimativa (Spline);0;21;0.0;2022
520710;5207105;Diorama;GO;2022;2439;Estimativa (Spline);0;20;0.0;2022
520725;5207253;Doverlândia;GO;2022;7111;Estimativa (Spline);2;78;25.64102564102564;2022
520735;5207352;Edealina;GO;2022;3712;Estimativa (Spline);0;29;0.0;2022
520740;5207402;Edéia;GO;2022;12572;Estimativa (Spline);1;144;6.944444444444444;2022
520750;5207501;Estrela do Norte;GO;2022;3246;Estimativa (Spline);0;35;0.0;2022
520753;5207535;Faina;GO;2022;6561;Estimativa (Spline);0;54;0.0;2022
520760;5207600;Fazenda Nova;GO;2022;5463;Estimativa (Spline);0;59;0.0;2022
520780;5207808;Firminópolis;GO;2022;13421;Estimativa (Spline);2;99;20.202020202020204;2022
520790;5207907;Flores de Goiás;GO;2022;17369;Estimativa (Spline);1;97;10.309278350515465;2022
520800;5208004;Formosa;GO;2022;126597;Estimativa (Spline);19;1612;11.786600496277917;2022
520810;5208103;Formoso;GO;2022;4109;Estimativa (Spline);0;53;0.0;2022
520815;5208152;Gameleira de Goiás;GO;2022;3913;Estimativa (Spline);0;25;0.0;2022
520830;5208301;Divinópolis de Goiás;GO;2022;4599;Estimativa (Spline);0;72;0.0;2022
520840;5208400;Goianápolis;GO;2022;11523;Estimativa (Spline);2;176;11.363636363636363;2022
520850;5208509;Goiandira;GO;2022;5611;Estimativa (Spline);0;47;0.0;2022
520860;5208608;Goianésia;GO;2022;73161;Estimativa (Spline);15;995;15.07537688442211;2022
520870;5208707;Goiânia;GO;2022;1563636;Estimativa (Spline);190;18685;10.168584426010169;2022
520880;5208806;Goianira;GO;2022;49857;Estimativa (Spline);17;907;18.74310915104741;2022
520890;5208905;Goiás;GO;2022;22175;Estimativa (Spline);2;230;8.695652173913043;2022
520910;5209101;Goiatuba;GO;2022;34629;Estimativa (Spline);4;399;10.025062656641603;2022
520915;5209150;Gouvelândia;GO;2022;5980;Estimativa (Spline);1;53;18.867924528301884;2022
520920;5209200;Guapó;GO;2022;14796;Estimativa (Spline);4;223;17.937219730941703;2022
520929;5209291;Guaraíta;GO;2022;1902;Estimativa (Spline);0;16;0.0;2022
520940;5209408;Guarani de Goiás;GO;2022;3805;Estimativa (Spline);1;41;24.390243902439025;2022
520945;5209457;Guarinos;GO;2022;1692;Estimativa (Spline);0;25;0.0;2022
520960;5209606;Heitoraí;GO;2022;3717;Estimativa (Spline);0;21;0.0;2022
520970;5209705;Hidrolândia;GO;2022;23465;Estimativa (Spline);6;344;17.441860465116278;2022
520980;5209804;Hidrolina;GO;2022;3421;Estimativa (Spline);1;33;30.303030303030305;2022
520990;5209903;Iaciara;GO;2022;13969;Estimativa (Spline);2;189;10.582010582010582;2022
520993;5209937;Inaciolândia;GO;2022;6286;Estimativa (Spline);2;59;33.898305084745765;2022
520995;5209952;Indiara;GO;2022;16248;Estimativa (Spline);0;183;0.0;2022
521000;5210000;Inhumas;GO;2022;53957;Estimativa (Spline);8;568;14.084507042253522;2022
521010;5210109;Ipameri;GO;2022;27405;Estimativa (Spline);5;254;19.68503937007874;2022
521015;5210158;Ipiranga de Goiás;GO;2022;2900;Estimativa (Spline);0;20;0.0;2022
521020;5210208;Iporá;GO;2022;31985;Estimativa (Spline);5;446;11.210762331838565;2022
521030;5210307;Israelândia;GO;2022;2745;Estimativa (Spline);0;15;0.0;2022
