cod_mun_ibge_6;cod_mun_ibge_7;municipio;UF;ano;populacao;tipo;obitos_infantis;nascidos_vivos;TMI;ANO
521040;5210406;Itaberaí;GO;2022;45043;Estimativa (Spline);9;533;16.885553470919326;2022
521056;5210562;Itaguari;GO;2022;4717;Estimativa (Spline);1;38;26.31578947368421;2022
521060;5210604;Itaguaru;GO;2022;5153;Estimativa (Spline);0;35;0.0;2022
521080;5210802;Itajá;GO;2022;4369;Estimativa (Spline);0;53;0.0;2022
521090;5210901;Itapaci;GO;2022;23942;Estimativa (Spline);4;255;15.686274509803921;2022
521100;5211008;Itapirapuã;GO;2022;4535;Estimativa (Spline);0;69;0.0;2022
521120;5211206;Itapuranga;GO;2022;25660;Estimativa (Spline);2;320;6.25;2022
521130;5211305;Itarumã;GO;2022;7283;Estimativa (Spline);1;81;12.345679012345679;2022
521140;5211404;Itauçu;GO;2022;8857;Estimativa (Spline);3;78;38.46153846153847;2022
521150;5211503;Itumbiara;GO;2022;108073;Estimativa (Spline);14;1173;11.935208866155158;2022
521160;5211602;Ivolândia;GO;2022;2310;Estimativa (Spline);1;24;41.666666666666664;2022
521170;5211701;Jandaia;GO;2022;6023;Estimativa (Spline);2;50;40.0;2022
521180;5211800;Jaraguá;GO;2022;52207;Estimativa (Spline);5;550;9.09090909090909;2022
521190;5211909;Jataí;GO;2022;104681;Estimativa (Spline);19;1426;13.32398316970547;2022
521200;5212006;Jaupaci;GO;2022;2845;Estimativa (Spline);0;32;0.0;2022
521205;5212055;Jesúpolis;GO;2022;2443;Estimativa (Spline);0;21;0.0;2022
521210;5212105;Joviânia;GO;2022;7418;Estimativa (Spline);0;101;0.0;2022
521220;5212204;Jussara;GO;2022;18367;Estimativa (Spline);2;237;8.438818565400844;2022
521225;5212253;Lagoa Santa;GO;2022;1651;Estimativa (Spline);0;17;0.0;2022
521230;5212303;Leopoldo de Bulhões;GO;2022;7809;Estimativa (Spline);1;91;10.989010989010989;2022
521250;5212501;Luziânia;GO;2022;217163;Estimativa (Spline);35;2915;12.006861063464836;2022
521260;5212600;Mairipotaba;GO;2022;2380;Estimativa (Spline);0;19;0.0;2022
521270;5212709;Mambaí;GO;2022;9328;Estimativa (Spline);0;145;0.0;2022
521280;5212808;Mara Rosa;GO;2022;9312;Estimativa (Spline);2;120;16.666666666666668;2022
521290;5212907;Marzagão;GO;2022;2329;Estimativa (Spline);0;41;0.0;2022
521295;5212956;Matrinchã;GO;2022;4289;Estimativa (Spline);0;40;0.0;2022
521300;5213004;Maurilândia;GO;2022;14338;Estimativa (Spline);2;130;15.384615384615385;2022
521305;5213053;Mimoso de Goiás;GO;2022;2581;Estimativa (Spline);0;16;0.0;2022
521308;5213087;Minaçu;GO;2022;28232;Estimativa (Spline);1;344;2.9069767441860463;2022
521310;5213103;Mineiros;GO;2022;70746;Estimativa (Spline);10;1050;9.523809523809526;2022
521340;5213400;Moiporá;GO;2022;1472;Estimativa (Spline);0;21;0.0;2022
521350;5213509;Monte Alegre de Goiás;GO;2022;8619;Estimativa (Spline);1;115;8.695652173913043;2022
521370;5213707;Montes Claros de Goiás;GO;2022;8121;Estimativa (Spline);1;89;11.235955056179774;2022
521375;5213756;Montividiu;GO;2022;14016;Estimativa (Spline);1;161;6.211180124223602;2022
521377;5213772;Montividiu do Norte;GO;2022;4490;Estimativa (Spline);0;43;0.0;2022
521380;5213806;Morrinhos;GO;2022;47858;Estimativa (Spline);1;620;1.6129032258064515;2022
521385;5213855;Morro Agudo de Goiás;GO;2022;2235;Estimativa (Spline);1;26;38.46153846153847;2022
521390;5213905;Mossâmedes;GO;2022;4116;Estimativa (Spline);0;32;0.0;2022
521400;5214002;Mozarlândia;GO;2022;16132;Estimativa (Spline);0;265;0.0;2022
521405;5214051;Mundo Novo;GO;2022;4588;Estimativa (Spline);1;87;11.494252873563218;2022
521410;5214101;Mutunópolis;GO;2022;3725;Estimativa (Spline);2;52;38.46153846153847;2022
521440;5214408;Nazário;GO;2022;9360;Estimativa (Spline);0;85;0.0;2022
521450;5214507;Nerópolis;GO;2022;31543;Estimativa (Spline);8;442;18.09954751131222;2022
521460;5214606;Niquelândia;GO;2022;46177;Estimativa (Spline);5;378;13.227513227513226;2022
521470;5214705;Nova América;GO;2022;2368;Estimativa (Spline);1;15;66.66666666666667;2022
521480;5214804;Nova Aurora;GO;2022;2238;Estimativa (Spline);1;22;45.45454545454545;2022
521483;5214838;Nova Crixás;GO;2022;13086;Estimativa (Spline);0;177;0.0;2022
521486;5214861;Nova Glória;GO;2022;8070;Estimativa (Spline);1;85;11.76470588235294;2022
521487;5214879;Nova Iguaçu de Goiás;GO;2022;2957;Estimativa (Spline);2;38;52.63157894736842;2022
521490;5214903;Nova Roma;GO;2022;3179;Estimativa (Spline);1;29;34.48275862068965;2022
521500;5215009;Nova Veneza;GO;2022;10283;Estimativa (Spline);2;117;17.094017094017097;2022
521520;5215207;Novo Brasil;GO;2022;2807;Estimativa (Spline);0;36;0.0;2022
521523;5215231;Novo Gama;GO;2022;119827;Estimativa (Spline);16;1296;12.345679012345679;2022
521525;5215256;Novo Planalto;GO;2022;4547;Estimativa (Spline);0;40;0.0;2022
521530;5215306;Orizona;GO;2022;16013;Estimativa (Spline);0;198;0.0;2022
521540;5215405;Ouro Verde de Goiás;GO;2022;3688;Estimativa (Spline);1;42;23.809523809523807;2022
521550;5215504;Ouvidor;GO;2022;7030;Estimativa (Spline);1;89;11.235955056179774;2022
521560;5215603;Padre Bernardo;GO;2022;35553;Estimativa (Spline);11;435;25.28735632183908;2022
521565;5215652;Palestina de Goiás;GO;2022;3444;Estimativa (Spline);0;40;0.0;2022
521570;5215702;Palmeiras de Goiás;GO;2022;30612;Estimativa (Spline);4;455;8.791208791208792;2022
521580;5215801;Palmelo;GO;2022;2376;Estimativa (Spline);0;18;0.0;2022
521590;5215900;Palminópolis;GO;2022;3610;Estimativa (Spline);0;41;0.0;2022
521600;5216007;Panamá;GO;2022;2571;Estimativa (Spline);0;16;0.0;2022
521630;5216304;Paranaiguara;GO;2022;10032;Estimativa (Spline);1;89;11.235955056179774;2022
521640;5216403;Paraúna;GO;2022;10993;Estimativa (Spline);1;154;6.493506493506494;2022
521645;5216452;Perolândia;GO;2022;3152;Estimativa (Spline);0;37;0.0;2022
521680;5216809;Petrolina de Goiás;GO;2022;10176;Estimativa (Spline);0;80;0.0;2022
521690;5216908;Pilar de Goiás;GO;2022;2113;Estimativa (Spline);1;26;38.46153846153847;2022
521710;5217104;Piracanjuba;GO;2022;24613;Estimativa (Spline);4;236;16.949152542372882;2022
521720;5217203;Piranhas;GO;2022;10260;Estimativa (Spline);2;107;18.69158878504673;2022
521730;5217302;Pirenópolis;GO;2022;25567;Estimativa (Spline);5;299;16.72240802675585;2022
521740;5217401;Pires do Rio;GO;2022;32220;Estimativa (Spline);6;403;14.88833746898263;2022
521760;5217609;Planaltina;GO;2022;93613;Estimativa (Spline);12;1508;7.957559681697613;2022
521770;5217708;Pontalina;GO;2022;18011;Estimativa (Spline);3;196;15.306122448979592;2022
521800;5218003;Porangatu;GO;2022;46012;Estimativa (Spline);7;514;13.618677042801556;2022
521805;5218052;Porteirão;GO;2022;4034;Estimativa (Spline);0;43;0.0;2022
521810;5218102;Portelândia;GO;2022;3969;Estimativa (Spline);1;44;22.727272727272727;2022
521830;5218300;Posse;GO;2022;38111;Estimativa (Spline);7;493;14.198782961460447;2022
521839;5218391;Professor Jamil;GO;2022;3285;Estimativa (Spline);0;33;0.0;2022
521850;5218508;Quirinópolis;GO;2022;51634;Estimativa (Spline);7;621;11.272141706924316;2022
521860;5218607;Rialma;GO;2022;11128;Estimativa (Spline);6;150;40.0;2022
521870;5218706;Rianápolis;GO;2022;4765;Estimativa (Spline);0;51;0.0;2022
521878;5218789;Rio Quente;GO;2022;4737;Estimativa (Spline);0;45;0.0;2022
521880;5218805;Rio Verde;GO;2022;250191;Estimativa (Spline);31;3244;9.556103575832305;2022
521890;5218904;Rubiataba;GO;2022;20083;Estimativa (Spline);1;245;4.081632653061225;2022
521900;5219001;Sanclerlândia;GO;2022;7677;Estimativa (Spline);0;89;0.0;2022
521910;5219100;Santa Bárbara de Goiás;GO;2022;6706;Estimativa (Spline);0;58;0.0;2022
521920;5219209;Santa Cruz de Goiás;GO;2022;2781;Estimativa (Spline);1;13;76.92307692307693;2022
521925;5219258;Santa Fé de Goiás;GO;2022;5578;Estimativa (Spline);0;72;0.0;2022
521930;5219308;Santa Helena de Goiás;GO;2022;39140;Estimativa (Spline);6;482;12.448132780082986;2022
521935;5219357;Santa Isabel;GO;2022;3804;Estimativa (Spline);0;40;0.0;2022
521940;5219407;Santa Rita do Araguaia;GO;2022;8931;Estimativa (Spline);1;71;14.084507042253522;2022
521945;5219456;Santa Rita do Novo Destino;GO;2022;3312;Estimativa (Spline);1;20;50.0;2022
521950;5219506;Santa Rosa de Goiás;GO;2022;2237;Estimativa (Spline);0;42;0.0;2022
521960;5219605;Santa Tereza de Goiás;GO;2022;3167;Estimativa (Spline);2;41;48.78048780487805;2022
521970;5219704;Santa Terezinha de Goiás;GO;2022;8507;Estimativa (Spline);1;99;10.101010101010102;2022
521971;5219712;Santo Antônio da Barra;GO;2022;4856;Estimativa (Spline);3;36;83.33333333333333;2022
521973;5219738;Santo Antônio de Goiás;GO;2022;6808;Estimativa (Spline);1;70;14.285714285714285;2022
521975;5219753;Santo Antônio do Descoberto;GO;2022;77369;Estimativa (Spline);11;884;12.443438914027148;2022
521980;5219803;São Domingos;GO;2022;13141;Estimativa (Spline);3;109;27.522935779816514;2022
521990;5219902;São Francisco de Goiás;GO;2022;6287;Estimativa (Spline);0;64;0.0;2022
522000;5220009;São João d'Aliança;GO;2022;14675;Estimativa (Spline);1;143;6.993006993006993;2022
522005;5220058;São João da Paraúna;GO;2022;1339;Estimativa (Spline);0;14;0.0;2022
522010;5220108;São Luís de Montes Belos;GO;2022;34773;Estimativa (Spline);4;408;9.803921568627452;2022
522015;5220157;São Luiz do Norte;GO;2022;5268;Estimativa (Spline);2;65;30.76923076923077;2022
522020;5220207;São Miguel do Araguaia;GO;2022;21848;Estimativa (Spline);2;294;6.802721088435374;2022
522026;5220264;São Miguel do Passa Quatro;GO;2022;4168;Estimativa (Spline);3;50;60.0;2022
522028;5220280;São Patrício;GO;2022;2058;Estimativa (Spline);0;21;0.0;2022
522040;5220405;São Simão;GO;2022;21171;Estimativa (Spline);6;185;32.432432432432435;2022
522045;5220454;Senador Canedo;GO;2022;127766;Estimativa (Spline);28;2077;13.480982185844969;2022
522050;5220504;Serranópolis;GO;2022;8754;Estimativa (Spline);1;99;10.101010101010102;2022
522060;5220603;Silvânia;GO;2022;21209;Estimativa (Spline);3;258;11.627906976744185;2022
522068;5220686;Simolândia;GO;2022;6798;Estimativa (Spline);1;74;13.513513513513514;2022
522070;5220702;Sítio d'Abadia;GO;2022;3079;Estimativa (Spline);0;35;0.0;2022
522100;5221007;Taquaral de Goiás;GO;2022;3553;Estimativa (Spline);0;32;0.0;2022
522108;5221080;Teresina de Goiás;GO;2022;3489;Estimativa (Spline);0;42;0.0;2022
522119;5221197;Terezópolis de Goiás;GO;2022;8412;Estimativa (Spline);1;100;10.0;2022
522130;5221304;Três Ranchos;GO;2022;2847;Estimativa (Spline);1;23;43.47826086956522;2022
522140;5221403;Trindade;GO;2022;135184;Estimativa (Spline);33;1782;18.51851851851852;2022
522145;5221452;Trombas;GO;2022;3465;Estimativa (Spline);0;38;0.0;2022
522150;5221502;Turvânia;GO;2022;4499;Estimativa (Spline);0;45;0.0;2022
522155;5221551;Turvelândia;GO;2022;5474;Estimativa (Spline);3;55;54.54545454545454;2022
522157;5221577;Uirapuru;GO;2022;2825;Estimativa (Spline);4;35;114.28571428571428;2022
522160;5221601;Uruaçu;GO;2022;41658;Estimativa (Spline);11;531;20.715630885122412;2022
522170;5221700;Uruana;GO;2022;13802;Estimativa (Spline);1;121;8.264462809917356;2022
522180;5221809;Urutaí;GO;2022;3105;Estimativa (Spline);2;32;62.5;2022
522185;5221858;Valparaíso de Goiás;GO;2022;181625;Estimativa (Spline);38;2320;16.379310344827587;2022
522190;5221908;Varjão;GO;2022;3850;Estimativa (Spline);0;34;0.0;2022
522200;5222005;Vianópolis;GO;2022;14295;Estimativa (Spline);4;170;23.52941176470588;2022
522205;5222054;Vicentinópolis;GO;2022;9097;Estimativa (Spline);4;121;33.057851239669425;2022
522220;5222203;Vila Boa;GO;2022;6338;Estimativa (Spline);1;40;25.0;2022
522230;5222302;Vila Propício;GO;2022;5986;Estimativa (Spline);0;73;0.0;2022
