cod_mun_ibge_6;ANO;municipio;UF;populacao;TMI;COBERTURA_PRENATAL;TAXA_MEDICOS;PROP_CESAREOS;PROP_MAL_DEFINIDAS;TX_MAL_DEFINIDAS_P10K;DOENCAS_CRONICAS;PROP_MAE_ADOL;TAXA_DETECCAO_HANSENIASE;TAXA_INTERNACAO_GERAL;TAXA_EQUIPES_ESF;cluster_num;perfil;cor
170310;2019;Barrolândia;TO;5632;15.384615384615385;43.07692307692308;0.35511363636363635;55.38461538461539;0.0;0.0;1.7755681818181819;21.53846153846154;106.5340909090909;39.59517045454545;0.0;0;Atenção Primária Efetiva;#1a9850
170320;2019;Bernardo Sayão;TO;4459;0.0;85.48387096774194;0.4485310607759588;56.451612903225815;0.0;0.0;29.154518950437318;20.967741935483872;44.853106077595875;67.05539358600583;0.0;1;Sobrecarga de Doenças Crônicas;#fc8d59
170330;2019;Bom Jesus do Tocantins;TO;4894;13.698630136986301;69.86301369863014;0.4086636697997548;71.23287671232876;0.0;0.0;10.21659174499387;19.17808219178082;40.86636697997548;39.02738046587658;0.0;0;Atenção Primária Efetiva;#1a9850
170360;2019;Brasilândia do Tocantins;TO;2201;0.0;58.333333333333336;0.45433893684688775;70.83333333333334;0.0;0.0;0.0;41.66666666666667;0.0;39.52748750567923;0.0;0;Atenção Primária Efetiva;#1a9850
170370;2019;Brejinho de Nazaré;TO;5497;16.949152542372882;88.13559322033898;0.36383481899217757;49.152542372881356;0.0;0.0;12.734218664726214;20.33898305084746;90.95870474804438;51.11879206840095;0.0;0;Atenção Primária Efetiva;#1a9850
170380;2019;Buriti do Tocantins;TO;11348;6.329113924050633;68.9873417721519;0.17624250969333802;40.50632911392405;1.9230769230769231;0.8812125484666902;1.7624250969333803;22.151898734177212;35.24850193866761;20.179767359887204;0.0;0;Atenção Primária Efetiva;#1a9850
170382;2019;Cachoeirinha;TO;2275;34.48275862068965;72.41379310344827;0.43956043956043955;58.620689655172406;0.0;0.0;0.0;27.586206896551722;0.0;44.395604395604394;0.0;3;Vulnerabilidade Social/Sanitária;#d73027
170384;2019;Campos Lindos;TO;10116;18.75;63.125;0.19770660340055357;52.5;5.263157894736842;1.977066034005536;5.931198102016608;30.625000000000004;9.885330170027679;37.069988137603794;0.0;0;Atenção Primária Efetiva;#1a9850
170386;2019;Cariri do Tocantins;TO;4382;41.666666666666664;91.66666666666666;0.45641259698767683;72.91666666666666;0.0;0.0;9.128251939753538;12.5;91.28251939753537;48.379735280693744;0.0;3;Vulnerabilidade Social/Sanitária;#d73027
170388;2019;Carmolândia;TO;2580;18.51851851851852;61.111111111111114;0.3875968992248062;55.55555555555556;0.0;0.0;3.875968992248062;22.22222222222222;38.75968992248062;58.91472868217054;0.0;0;Atenção Primária Efetiva;#1a9850
170389;2019;Carrasco Bonito;TO;4095;0.0;56.86274509803921;0.4884004884004884;39.21568627450981;0.0;0.0;4.884004884004884;19.607843137254903;24.42002442002442;21.73382173382173;0.0;0;Atenção Primária Efetiva;#1a9850
170390;2019;Caseara;TO;5369;32.96703296703297;59.34065934065934;0.3725088470851183;50.54945054945055;0.0;0.0;7.450176941702366;28.57142857142857;484.26150121065376;46.00484261501211;0.0;3;Vulnerabilidade Social/Sanitária;#d73027
170410;2019;Centenário;TO;2905;0.0;73.07692307692307;0.34423407917383825;53.84615384615385;8.333333333333332;3.442340791738382;10.327022375215146;26.923076923076923;206.5404475043029;37.52151462994836;0.0;0;Atenção Primária Efetiva;#1a9850
170460;2019;Chapada de Areia;TO;1406;0.0;66.66666666666666;1.4224751066856332;52.38095238095239;0.0;0.0;7.112375533428166;23.809523809523807;0.0;64.01137980085349;0.0;0;Atenção Primária Efetiva;#1a9850
170510;2019;Chapada da Natividade;TO;3333;23.25581395348837;76.74418604651163;0.3000300030003;34.883720930232556;0.0;0.0;12.001200120012003;16.27906976744186;90.00900090009;57.30573057305731;0.0;3;Vulnerabilidade Social/Sanitária;#d73027
170550;2019;Colinas do Tocantins;TO;35424;12.773722627737227;75.18248175182481;0.056458897922312554;62.95620437956204;4.878048780487805;2.8229448961156276;16.37308039747064;20.255474452554743;42.34417344173442;53.29719963866306;0.0;0;Atenção Primária Efetiva;#1a9850
170555;2019;Combinado;TO;4852;0.0;70.9090909090909;0.20610057708161583;60.0;0.0;0.0;12.36603462489695;14.545454545454545;20.610057708161584;30.090684253915914;0.0;0;Atenção Primária Efetiva;#1a9850
170560;2019;Conceição do Tocantins;TO;4105;0.0;80.0;0.48721071863581;38.333333333333336;10.714285714285714;7.30816077953715;14.6163215590743;16.666666666666664;0.0;49.451887941534714;0.0;0;Atenção Primária Efetiva;#1a9850
170600;2019;Couto Magalhães;TO;5588;49.18032786885246;67.21311475409836;0.35790980672870437;60.65573770491803;0.0;0.0;7.158196134574087;27.86885245901639;250.53686471009306;23.97995705082319;0.0;3;Vulnerabilidade Social/Sanitária;#d73027
170610;2019;Cristalândia;TO;7289;0.0;69.41176470588235;0.27438606118809167;52.94117647058824;4.878048780487805;2.7438606118809163;13.719303059404583;23.52941176470588;54.87721223761833;51.173000411579096;0.0;0;Atenção Primária Efetiva;#1a9850
170625;2019;Crixás do Tocantins;TO;1722;0.0;88.23529411764706;1.1614401858304297;82.35294117647058;0.0;0.0;0.0;17.647058823529413;116.14401858304298;41.811846689895475;0.0;0;Atenção Primária Efetiva;#1a9850
170650;2019;Darcinópolis;TO;6097;10.101010101010102;64.64646464646465;0.1640150893882237;55.55555555555556;15.555555555555555;11.481056257175661;4.920452681646712;30.303030303030305;16.40150893882237;48.220436280137775;0.0;0;Atenção Primária Efetiva;#1a9850
170700;2019;Dianópolis;TO;22139;29.520295202952028;66.78966789667896;0.09033831699715435;45.018450184501845;6.0;2.71014950991463;4.968607434843489;22.878228782287824;22.584579249288588;33.69619223993857;0.0;3;Vulnerabilidade Social/Sanitária;#d73027
170710;2019;Divinópolis do Tocantins;TO;6900;9.615384615384617;85.57692307692307;0.2898550724637681;50.0;0.0;0.0;8.695652173913043;16.346153846153847;43.47826086956522;47.53623188405797;0.0;0;Atenção Primária Efetiva;#1a9850
170720;2019;Dois Irmãos do Tocantins;TO;7198;13.157894736842104;60.526315789473685;0.2778549597110308;53.94736842105263;6.25;2.7785495971103082;8.335648791330925;15.789473684210526;83.35648791330925;36.9547096415671;0.0;0;Atenção Primária Efetiva;#1a9850
170730;2019;Dueré;TO;4686;0.0;81.9672131147541;0.42680324370465217;57.377049180327866;0.0;0.0;4.2680324370465215;24.59016393442623;21.340162185232607;38.41229193341869;0.0;0;Atenção Primária Efetiva;#1a9850
170740;2019;Esperantina;TO;10996;18.18181818181818;54.54545454545454;0.18188432157148055;41.21212121212121;0.0;0.0;1.8188432157148053;26.666666666666668;9.094216078574027;21.371407784648962;0.0;0;Atenção Primária Efetiva;#1a9850
170755;2019;Fátima;TO;3835;0.0;65.21739130434783;0.5215123859191656;52.17391304347826;0.0;0.0;15.645371577574966;15.217391304347828;0.0;57.6271186440678;0.0;0;Atenção Primária Efetiva;#1a9850
170765;2019;Figueirópolis;TO;5263;14.705882352941176;73.52941176470588;0.38001140034201025;64.70588235294117;4.545454545454546;3.8001140034201026;11.400342010260307;14.705882352941178;57.00171005130154;51.6815504465134;0.0;0;Atenção Primária Efetiva;#1a9850
170770;2019;Filadélfia;TO;8856;15.873015873015872;66.66666666666666;0.22583559168925021;46.82539682539682;7.6923076923076925;3.3875338753387534;1.1291779584462511;23.809523809523807;22.58355916892502;37.375790424570916;0.0;0;Atenção Primária Efetiva;#1a9850
170820;2019;Formoso do Araguaia;TO;18440;9.900990099009901;57.42574257425742;0.10845986984815617;52.475247524752476;5.555555555555555;3.7960954446854664;9.761388286334057;23.762376237623762;32.53796095444685;43.221258134490235;0.0;0;Atenção Primária Efetiva;#1a9850
170825;2019;Tabocão;TO;2589;12.987012987012989;62.33766233766234;0.772499034376207;74.02597402597402;0.0;0.0;11.587485515643106;27.27272727272727;77.2499034376207;71.06991116261105;0.0;1;Sobrecarga de Doenças Crônicas;#fc8d59
170830;2019;Goianorte;TO;5123;0.0;70.0;0.39039625219597895;81.66666666666667;8.0;3.9039625219597895;5.855943782939684;23.333333333333332;117.11887565879367;40.01561585008784;0.0;0;Atenção Primária Efetiva;#1a9850
170900;2019;Goiatins;TO;13019;37.1900826446281;57.02479338842975;0.15362162992549352;38.429752066115704;18.96551724137931;8.449189645902143;23.811352638451492;26.033057851239672;38.40540748137337;51.77048928489131;0.0;3;Vulnerabilidade Social/Sanitária;#d73027
170930;2019;Guaraí;TO;25923;10.666666666666666;61.86666666666667;0.07715156424796513;76.53333333333333;3.1746031746031744;1.5430312849593026;10.80121899471512;19.466666666666665;30.860625699186052;52.92597307410408;0.0;0;Atenção Primária Efetiva;#1a9850
170950;2019;Gurupi;TO;86647;9.767092411720512;72.4267468069121;0.02308216095190832;72.12622088655147;0.423728813559322;0.2308216095190832;8.309577942686994;14.274981217129978;70.40059090332036;48.78414717185823;0.0;0;Atenção Primária Efetiva;#1a9850
170980;2019;Ipueiras;TO;2015;0.0;54.54545454545454;0.49627791563275436;59.09090909090909;0.0;0.0;19.851116625310173;22.727272727272727;49.62779156327544;59.05707196029777;0.0;1;Sobrecarga de Doenças Crônicas;#fc8d59
171050;2019;Itacajá;TO;7433;45.80152671755725;61.06870229007634;0.2690703618996368;52.67175572519084;0.0;0.0;14.798869904480021;37.404580152671755;94.17462666487286;64.84595721781245;0.0;3;Vulnerabilidade Social/Sanitária;#d73027
171070;2019;Itaguatins;TO;5864;0.0;55.00000000000001;0.17053206002728513;46.25;3.8461538461538463;1.7053206002728514;0.0;20.0;17.053206002728512;14.495225102319235;0.0;0;Atenção Primária Efetiva;#1a9850
171090;2019;Itapiratins;TO;3777;17.543859649122805;52.63157894736842;0.2647603918453799;64.91228070175438;11.538461538461538;7.942811755361397;2.6476039184537994;33.33333333333333;52.952078369075984;40.24357956049775;0.0;0;Atenção Primária Efetiva;#1a9850
171110;2019;Itaporã do Tocantins;TO;2427;27.027027027027028;83.78378378378379;0.8240626287597858;83.78378378378379;0.0;0.0;8.240626287597857;21.62162162162162;0.0;41.61516275236918;0.0;3;Vulnerabilidade Social/Sanitária;#d73027
171150;2019;Jaú do Tocantins;TO;3849;0.0;81.57894736842105;0.5196154845414394;65.78947368421053;0.0;0.0;10.392309690828787;26.31578947368421;77.9423226812159;38.45154585606651;0.0;0;Atenção Primária Efetiva;#1a9850
171180;2019;Juarina;TO;2193;0.0;75.0;0.9119927040583675;65.625;0.0;0.0;4.559963520291838;21.875;45.59963520291838;52.43958048335613;0.0;0;Atenção Primária Efetiva;#1a9850
171190;2019;Lagoa da Confusão;TO;13357;25.423728813559325;66.52542372881356;0.1497342217563824;41.10169491525424;10.0;5.240697761473385;8.235382196601034;29.66101694915254;194.65448828329716;43.94699408549825;0.0;3;Vulnerabilidade Social/Sanitária;#d73027
171195;2019;Lagoa do Tocantins;TO;4316;0.0;59.32203389830508;0.4633920296570899;32.20338983050847;5.88235294117647;2.3169601482854496;4.633920296570899;37.28813559322034;23.169601482854496;50.973123262279884;0.0;0;Atenção Primária Efetiva;#1a9850
171200;2019;Lajeado;TO;3134;0.0;73.91304347826086;0.6381620931716656;43.47826086956522;5.0;3.1908104658583283;25.526483726866626;19.565217391304348;95.72431397574984;73.70772176132738;0.0;1;Sobrecarga de Doenças Crônicas;#fc8d59
